t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
119.684,0,100352,100352,4,green,ok
119.684,1,99167,100352,4,green,ok
119.684,2,100352,100352,4,green,ok
124.74,0,100352,105664,6,yellow,ok
124.74,1,101282,105664,5,yellow,ok
124.74,2,100352,105728,6,yellow,ok
129.862,0,102375,110592,6,yellow,ok
129.862,1,105437,110656,6,yellow,ok
129.862,2,106462,110656,5,yellow,ok
135.071,0,106631,114400,7,yellow,ok
135.071,1,107487,114414,6,yellow,ok
135.071,2,108528,114432,6,yellow,ok
140.125,0,111724,119136,5,yellow,ok
140.125,1,111846,119151,6,yellow,ok
140.125,2,112862,119151,5,yellow,ok
145.211,0,114088,122848,5,yellow,ok
145.211,1,114826,122912,6,yellow,ok
145.211,2,112862,122912,6,yellow,ok
150.26,0,114631,127135,5,yellow,ok
150.26,1,119751,127168,6,yellow,ok
150.26,2,115560,127168,6,yellow,ok
155.394,0,121718,129324,7,yellow,ok
155.394,1,119751,129344,7,yellow,ok
155.394,2,120941,129393,7,yellow,ok
160.493,0,125908,132896,7,yellow,ok
160.493,1,125355,132896,7,yellow,ok
160.493,2,126549,132832,7,yellow,ok
165.521,0,128234,135597,6,yellow,ok
165.521,1,127202,135648,6,yellow,ok
165.521,2,127900,135539,5,yellow,ok
170.541,0,132577,140192,7,yellow,ok
170.541,1,132656,140192,5,yellow,ok
170.541,2,130500,140256,7,yellow,ok
175.66,0,132577,142221,7,yellow,ok
175.66,1,132656,142240,6,yellow,ok
175.66,2,133801,142240,7,yellow,ok
180.742,0,134769,146637,6,yellow,ok
180.742,1,138785,146577,6,yellow,ok
180.742,2,139016,146660,7,yellow,ok
185.869,0,140669,148832,7,yellow,ok
185.869,1,142618,148896,5,yellow,ok
185.869,2,140720,148896,5,yellow,ok
190.951,0,146744,153248,6,yellow,ok
190.951,1,145183,153248,5,yellow,ok
190.951,2,144964,153248,6,yellow,ok
195.989,0,146744,155200,7,yellow,ok
195.989,1,145183,155249,6,yellow,ok
195.989,2,144964,155249,7,yellow,ok
201.097,0,150781,158240,7,yellow,ok
201.097,1,147881,158240,6,yellow,ok
201.097,2,150379,158240,7,yellow,ok
206.236,0,150781,161248,7,yellow,ok
206.236,1,151628,161248,6,yellow,ok
206.236,2,152530,161346,5,yellow,ok
211.436,0,155564,163984,7,yellow,ok
211.436,1,156308,164016,7,yellow,ok
211.436,2,155281,164122,7,yellow,ok
216.795,0,159716,168576,7,yellow,ok
216.795,1,157491,168544,6,yellow,ok
216.795,2,157756,168608,7,yellow,ok
221.898,0,159716,170510,7,yellow,ok
221.898,1,160754,170560,6,yellow,ok
221.898,2,164055,170607,7,yellow,ok
227.383,0,167157,175712,6,yellow,ok
227.383,1,163092,175712,7,yellow,ok
227.383,2,166335,175793,8,yellow,ok
232.421,0,169651,177728,7,yellow,ok
232.421,1,168543,177760,7,yellow,ok
232.421,2,166335,177760,8,yellow,ok
237.686,0,174692,181952,6,yellow,ok
237.686,1,170713,181952,5,yellow,ok
237.686,2,170570,181984,6,yellow,ok
