t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
20.119,0,0,37953,4,green,ok
20.119,1,0,38016,4,green,ok
20.119,2,0,38033,4,green,ok
26.302,0,0,46912,4,green,ok
26.302,1,0,46912,4,green,ok
26.302,2,0,46993,4,green,ok
32.413,0,0,56448,4,green,ok
32.413,1,0,56480,4,green,ok
32.413,2,0,56512,4,green,ok
38.488,0,0,68256,4,green,ok
38.488,1,0,68256,4,green,ok
38.488,2,0,68256,4,green,ok
44.735,0,0,71744,4,green,ok
44.735,1,0,71726,4,green,ok
44.735,2,0,71744,4,green,ok
52.05,0,0,74144,4,green,ok
52.05,1,0,74208,4,green,ok
52.05,2,0,74221,4,green,ok
58.25,0,0,75815,4,green,ok
58.25,1,0,75808,4,green,ok
58.25,2,0,75838,4,green,ok
64.475,0,0,76800,5,yellow,ok
64.475,2,0,76832,5,yellow,ok
73.934,0,0,77152,5,yellow,ok
73.934,2,0,77248,5,yellow,ok
83.075,0,0,77312,5,yellow,ok
83.075,2,20016,77408,5,yellow,ok
90.509,0,0,77952,5,yellow,ok
90.509,2,20016,78144,5,yellow,ok
99.472,0,0,78912,5,yellow,ok
99.472,2,20016,78965,5,yellow,ok
105.751,0,0,80320,5,yellow,ok
105.751,1,0,80320,5,yellow,ok
111.812,0,0,80798,5,yellow,ok
111.812,1,0,80798,5,yellow,ok
120.083,0,0,81968,5,yellow,ok
120.083,1,0,81983,5,yellow,ok
126.879,0,0,82445,5,yellow,ok
126.879,1,0,82445,5,yellow,ok
133.94,0,0,82862,5,yellow,ok
133.94,1,0,82894,6,yellow,ok
142.326,0,40124,83425,4,green,ok
142.326,1,40734,83425,4,green,ok
142.326,2,40124,83425,4,green,ok
149.563,0,40124,84384,4,green,ok
149.563,1,40734,84416,4,yellow,ok
149.563,2,40734,84448,4,yellow,ok
155.626,0,40124,84763,5,yellow,ok
155.626,1,40734,84832,5,yellow,ok
155.626,2,40124,84763,5,yellow,ok
161.883,0,40124,84805,5,yellow,ok
161.883,1,40734,84960,5,yellow,ok
161.883,2,40124,84805,5,yellow,ok
168.124,0,40124,85357,5,yellow,ok
168.124,1,40734,85408,5,yellow,ok
168.124,2,20016,85420,7,yellow,ok
174.69,0,60128,86443,5,yellow,ok
174.69,1,60739,86496,5,yellow,ok
174.69,2,40020,86443,7,yellow,ok
181.2,0,60128,86443,5,yellow,ok
181.2,1,60739,86496,5,yellow,ok
181.2,2,40021,86496,7,yellow,ok
187.713,0,60128,86754,5,yellow,ok
187.713,1,60739,86831,5,yellow,ok
187.713,2,40021,86848,7,yellow,ok
