t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
127.321,0,100448,100448,4,green,ok
127.321,1,99418,100448,4,green,ok
127.321,2,100448,100576,4,green,ok
132.457,0,100448,104800,5,yellow,ok
132.457,1,99418,104800,6,yellow,ok
132.457,2,100448,104800,5,yellow,ok
137.522,0,102631,108723,6,yellow,ok
137.522,1,103671,108704,6,yellow,ok
137.522,2,102578,108814,6,yellow,ok
142.835,0,104841,111328,6,yellow,ok
142.835,1,105680,111343,5,yellow,ok
142.835,2,104840,111360,6,yellow,ok
148.075,0,109467,115776,7,yellow,ok
148.075,1,109915,115776,5,yellow,ok
148.075,2,109549,115776,7,yellow,ok
153.111,0,111692,117504,7,yellow,ok
153.111,1,109915,117536,6,yellow,ok
153.111,2,111627,117536,7,yellow,ok
158.253,0,112991,121184,6,yellow,ok
158.253,1,114916,121198,5,yellow,ok
158.253,2,115398,121312,6,yellow,ok
163.325,0,115116,123280,6,yellow,ok
163.325,1,117750,123360,6,yellow,ok
163.325,2,115398,123328,7,yellow,ok
168.74,0,118462,127008,6,yellow,ok
168.74,1,120174,127008,6,yellow,ok
168.74,2,118648,127008,7,yellow,ok
173.787,0,121152,129120,6,yellow,ok
173.787,1,122336,129166,6,yellow,ok
173.787,2,118648,129120,7,yellow,ok
178.998,0,126270,131488,6,yellow,ok
178.998,1,127181,131488,6,yellow,ok
178.998,2,123872,131488,7,yellow,ok
184.058,0,129254,133824,6,yellow,ok
184.058,1,129564,133795,6,yellow,ok
184.058,2,130755,133824,6,yellow,ok
189.344,0,129254,135872,7,yellow,ok
189.344,1,129564,135872,7,yellow,ok
189.344,2,130755,135936,7,yellow,ok
194.556,0,131350,139008,5,yellow,ok
194.556,1,131397,139008,5,yellow,ok
194.556,2,133763,139008,5,yellow,ok
199.676,0,133443,141120,5,yellow,ok
199.676,1,133508,141168,6,yellow,ok
199.676,2,135826,141120,7,yellow,ok
204.744,0,133443,145184,6,yellow,ok
204.744,1,137367,145247,5,yellow,ok
204.744,2,138513,145216,7,yellow,ok
209.849,0,137444,146660,6,yellow,ok
209.849,1,137367,146705,6,yellow,ok
209.849,2,138513,146752,7,yellow,ok
215.067,0,140678,149248,5,yellow,ok
215.067,1,142000,149248,7,yellow,ok
215.067,2,141900,149280,5,yellow,ok
220.156,0,140678,150560,6,yellow,ok
220.156,1,142062,150610,7,yellow,ok
220.156,2,141900,150638,6,yellow,ok
225.563,0,144391,151776,6,yellow,ok
225.563,1,146647,151808,6,yellow,ok
225.563,2,145435,151820,5,yellow,ok
232.609,0,144391,152032,6,yellow,ok
232.609,1,146647,152032,7,yellow,ok
232.609,2,145435,152032,5,yellow,ok
238.136,0,147737,153355,5,yellow,ok
238.136,1,148243,153366,6,yellow,ok
238.136,2,148114,153342,5,yellow,ok
243.605,0,150631,154205,5,yellow,ok
243.605,1,150414,154205,5,yellow,ok
243.605,2,150923,154205,5,yellow,ok
249.555,0,150631,154784,5,yellow,ok
249.555,1,152530,154848,4,green,ok
249.555,2,150923,154835,5,yellow,ok
254.617,0,152815,155806,5,yellow,ok
254.617,1,152530,155806,4,green,ok
254.617,2,153107,155823,4,green,ok
260.082,0,152815,156480,5,yellow,ok
260.082,1,152530,156494,5,yellow,ok
260.082,2,153107,156557,5,yellow,ok
265.31,0,154930,157984,4,green,ok
265.31,1,152530,157984,6,yellow,ok
265.31,2,153107,158016,5,yellow,ok
270.358,0,156937,162144,5,yellow,ok
270.358,1,154703,162144,6,yellow,ok
270.358,2,155360,162144,6,yellow,ok
275.416,0,159079,163901,5,yellow,ok
275.416,1,156826,163937,5,yellow,ok
275.416,2,157398,163968,6,yellow,ok
280.733,0,159079,166016,6,yellow,ok
280.733,1,156826,166048,6,yellow,ok
280.733,2,159508,166080,6,yellow,ok
286.193,0,161085,168352,6,yellow,ok
286.193,1,159336,168450,6,yellow,ok
286.193,2,164013,168439,7,yellow,ok
291.514,0,163279,169648,6,yellow,ok
291.514,1,159336,169678,6,yellow,ok
291.514,2,166573,169728,8,yellow,ok
297.031,0,163279,171264,6,yellow,ok
297.031,1,162401,171264,6,yellow,ok
297.031,2,166573,171328,8,yellow,ok
302.308,0,165517,173216,6,yellow,ok
302.308,1,162401,173216,6,yellow,ok
302.308,2,168124,173184,7,yellow,ok
307.568,0,165517,174624,6,yellow,ok
307.568,1,162401,174624,6,yellow,ok
307.568,2,168124,174720,7,yellow,ok
315.215,0,168381,175293,5,yellow,ok
315.215,1,168126,175293,5,yellow,ok
315.215,2,168416,175358,5,yellow,ok
321.444,0,168381,176854,6,yellow,ok
321.444,1,172784,176832,8,yellow,ok
321.444,2,168416,176899,6,yellow,ok
326.68,0,170937,179235,6,yellow,ok
326.68,1,174995,179264,8,yellow,ok
326.68,2,170755,179246,6,yellow,ok
332.096,0,170937,181120,6,yellow,ok
332.096,1,174995,181152,8,yellow,ok
332.096,2,170755,181184,6,yellow,ok
337.265,0,174101,183808,6,yellow,ok
337.265,1,175710,183936,7,yellow,ok
337.265,2,173928,183936,6,yellow,ok
342.607,0,174101,185216,6,yellow,ok
342.607,1,175710,185199,7,yellow,ok
342.607,2,177123,185249,6,yellow,ok
347.87,0,178961,188992,7,yellow,ok
347.87,1,179663,188992,7,yellow,ok
347.87,2,183528,188896,7,yellow,ok
352.912,0,178961,190176,7,yellow,ok
352.912,1,179663,190176,7,yellow,ok
352.912,2,183528,190208,7,yellow,ok
358.162,0,184686,192288,7,yellow,ok
358.162,1,181777,192371,7,yellow,ok
358.162,2,185303,192416,5,yellow,ok
363.455,0,184686,195168,7,yellow,ok
363.455,1,181777,195200,7,yellow,ok
363.455,2,187404,195200,5,yellow,ok
