t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
94.431,0,97666,100480,4,green,ok
94.431,1,99507,100480,4,green,ok
94.431,2,97347,100480,4,green,ok
99.462,0,99734,103904,5,yellow,ok
99.462,1,99507,103936,5,yellow,ok
99.462,2,99375,103952,5,yellow,ok
104.496,0,101977,108352,6,yellow,ok
104.496,1,103666,108432,6,yellow,ok
104.496,2,103515,108416,5,yellow,ok
109.901,0,107069,111749,5,yellow,ok
109.901,1,107466,111808,5,yellow,ok
109.901,2,107617,111808,5,yellow,ok
115.123,0,109545,115008,6,yellow,ok
115.123,1,109894,115066,5,yellow,ok
115.123,2,111767,115054,4,green,ok
120.309,1,116068,116864,4,green,ok
120.309,2,115896,116864,4,green,ok
126.913,0,116221,119904,4,green,ok
126.913,1,116221,119904,4,green,ok
126.913,2,115896,119923,5,yellow,ok
132.101,0,118060,120879,5,yellow,ok
132.101,2,120001,121216,4,green,ok
139.196,0,120837,125437,6,yellow,ok
139.196,1,120624,125489,6,yellow,ok
139.196,2,120001,125472,6,yellow,ok
144.416,1,124232,127456,4,green,ok
144.416,2,124474,127456,4,green,ok
151.437,0,126768,129963,5,yellow,ok
151.437,1,126768,129963,5,yellow,ok
151.437,2,126494,129984,5,yellow,ok
156.763,1,128861,130043,4,green,ok
156.763,2,128522,130144,4,green,ok
163.796,0,129081,130336,4,green,ok
163.796,1,128861,130336,4,green,ok
163.796,2,128522,130417,4,green,ok
168.844,0,235646,134321,11,yellow,ok
168.844,1,130939,134304,5,yellow,ok
168.844,2,130646,134304,5,yellow,ok
173.978,0,133642,136922,4,green,ok
173.978,1,133000,136960,5,yellow,ok
173.978,2,132832,136991,5,yellow,ok
179.436,0,130816,141003,5,yellow,ok
179.436,1,135142,141024,6,yellow,ok
179.436,2,134910,141024,5,yellow,ok
184.475,0,134916,144288,7,yellow,ok
184.475,1,139316,144320,5,yellow,ok
184.475,2,136989,144301,6,yellow,ok
189.685,0,137280,147488,7,yellow,ok
189.685,1,141392,147328,6,yellow,ok
189.685,2,139688,147456,5,yellow,ok
194.711,0,142088,149632,7,yellow,ok
194.711,1,143738,149616,6,yellow,ok
194.711,2,142165,149683,6,yellow,ok
200.142,0,142088,152128,7,yellow,ok
200.142,1,145823,152096,6,yellow,ok
200.142,2,145733,152128,5,yellow,ok
205.221,0,147521,155264,5,yellow,ok
205.221,1,150189,155214,5,yellow,ok
205.221,2,148432,155232,5,yellow,ok
210.355,0,147521,157199,6,yellow,ok
210.355,1,150429,157212,6,yellow,ok
210.355,2,148432,157248,6,yellow,ok
