t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
112.105,0,98743,100224,4,green,ok
112.105,1,98237,100224,4,green,ok
112.105,2,98632,100224,4,green,ok
117.149,0,98743,102560,5,yellow,ok
117.149,1,100303,102511,4,green,ok
117.149,2,98632,102528,4,green,ok
122.244,0,100881,103520,5,yellow,ok
122.244,1,100303,103520,4,green,ok
122.244,2,98632,103538,6,yellow,ok
127.63,0,102984,107511,6,yellow,ok
127.63,1,102330,107584,5,yellow,ok
127.63,2,101860,107680,6,yellow,ok
133.007,0,107050,111936,6,yellow,ok
133.007,1,104474,111968,5,yellow,ok
133.007,2,107433,111887,6,yellow,ok
138.084,1,106577,115648,6,yellow,ok
138.084,2,112454,115648,6,yellow,ok
145.194,1,115754,116576,4,green,ok
145.194,2,114256,116591,4,green,ok
151.281,0,115338,121024,5,yellow,ok
151.281,1,117757,121056,5,yellow,ok
151.281,2,115338,121024,5,yellow,ok
156.346,1,119817,122976,4,green,ok
156.346,2,122177,122976,4,green,ok
163.371,0,122177,126912,6,yellow,ok
163.371,1,121828,126853,5,yellow,ok
163.371,2,122177,126912,6,yellow,ok
168.574,0,221026,128481,14,yellow,ok
168.574,2,124279,128512,5,yellow,ok
173.661,0,127663,128928,4,green,ok
173.661,2,126423,129280,4,green,ok
179.781,0,127663,131726,5,yellow,ok
179.781,1,127663,131760,5,yellow,ok
179.781,2,126423,131813,6,yellow,ok
185.168,0,128671,133984,6,yellow,ok
185.168,1,128671,133984,6,yellow,ok
185.168,2,130620,133916,4,green,ok
190.349,0,133105,135488,4,green,ok
190.349,1,129759,135431,5,yellow,ok
190.349,2,132713,135431,4,green,ok
195.377,0,133105,137920,5,yellow,ok
195.377,1,133057,137920,5,yellow,ok
195.377,2,134852,137920,4,yellow,ok
200.603,0,135203,140704,6,yellow,ok
200.603,1,135140,140785,6,yellow,ok
200.603,2,136887,140832,5,yellow,ok
205.741,0,139305,144416,6,yellow,ok
205.741,1,139286,144382,6,yellow,ok
205.741,2,138957,144384,5,yellow,ok
211.095,0,139305,145792,6,yellow,ok
211.095,1,141330,145792,5,yellow,ok
211.095,2,141059,145824,6,yellow,ok
216.238,0,143403,149726,6,yellow,ok
216.238,1,145511,149760,5,yellow,ok
216.238,2,145195,149760,6,yellow,ok
221.763,0,145551,152495,6,yellow,ok
221.763,1,147624,152480,6,yellow,ok
221.763,2,147302,152495,5,yellow,ok
226.962,0,149276,156536,6,yellow,ok
226.962,1,149718,156489,6,yellow,ok
226.962,2,149348,156544,6,yellow,ok
232.146,0,152543,159370,6,yellow,ok
232.146,1,151786,159424,6,yellow,ok
232.146,2,151362,159424,6,yellow,ok
