t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
92.413,0,98017,100544,4,green,ok
92.413,1,98116,100576,4,green,ok
92.413,2,100544,100608,4,green,ok
97.486,0,100116,104593,5,yellow,ok
97.486,1,100117,104561,5,yellow,ok
97.486,2,100544,104640,5,yellow,ok
102.522,0,102309,108275,6,yellow,ok
102.522,1,104393,108272,5,yellow,ok
102.522,2,104680,108352,4,yellow,ok
107.808,0,106642,110644,5,yellow,ok
107.808,1,106431,110644,5,yellow,ok
107.808,2,106738,110688,5,yellow,ok
112.863,0,108686,114868,6,yellow,ok
112.863,1,110573,114912,5,yellow,ok
112.863,2,110862,114912,5,yellow,ok
118.079,1,112780,116960,5,yellow,ok
118.079,2,112955,116960,5,yellow,ok
123.148,0,115037,119392,5,yellow,ok
123.148,1,116897,119323,4,green,ok
123.148,2,115037,119392,5,yellow,ok
128.42,0,117722,121184,4,green,ok
128.42,2,119269,121248,4,green,ok
135.488,0,119722,124648,5,yellow,ok
135.488,1,119722,124681,5,yellow,ok
135.488,2,119269,124675,6,yellow,ok
140.634,1,123440,130016,5,yellow,ok
140.634,2,123440,130016,5,yellow,ok
145.696,0,189586,130412,7,grey,ok
145.696,1,128478,131040,4,yellow,ok
145.696,2,128478,131040,4,yellow,ok
150.763,1,130592,132610,4,green,ok
150.763,2,130592,132625,4,green,ok
155.929,1,130592,133643,4,green,ok
155.929,2,130592,133643,4,green,ok
162.949,0,131237,136224,6,yellow,ok
162.949,1,131237,136224,6,yellow,ok
162.949,2,132674,136171,5,yellow,ok
169.09,0,134954,136243,4,green,ok
169.09,1,135722,136243,4,green,ok
169.09,2,134954,136243,4,green,ok
174.137,0,134954,136747,4,green,ok
174.137,1,135722,136825,4,green,ok
174.137,2,134954,136825,4,green,ok
179.538,0,134954,137999,5,yellow,ok
179.538,1,135417,138059,4,green,ok
179.538,2,134954,137999,5,yellow,ok
184.575,0,135417,138059,4,green,ok
184.575,1,135417,138091,4,green,ok
184.575,2,137059,138072,4,green,ok
189.717,0,135556,139002,6,yellow,ok
189.717,1,135417,139014,4,green,ok
189.717,2,135556,139002,6,yellow,ok
195.243,0,135556,139051,6,yellow,ok
195.243,1,135417,139051,4,green,ok
195.243,2,137059,139014,4,green,ok
202.229,0,136206,140298,5,yellow,ok
202.229,1,135417,140282,6,yellow,ok
202.229,2,137059,140299,4,green,ok
207.554,0,139116,140939,4,green,ok
207.554,1,139911,141000,4,green,ok
207.554,2,139116,141019,4,green,ok
212.621,0,138504,145291,7,yellow,ok
212.621,1,139770,145419,6,yellow,ok
212.621,2,141203,145419,5,yellow,ok
