t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
136.132,0,100224,100448,4,green,ok
136.132,1,99290,100448,4,green,ok
136.132,2,99468,100576,4,green,ok
141.452,0,100224,102110,4,green,ok
141.452,1,99290,102128,4,green,ok
141.452,2,99468,102077,4,green,ok
146.573,0,100224,102944,4,green,ok
146.573,1,99290,102944,5,yellow,ok
146.573,2,99468,102969,4,green,ok
151.752,0,100224,105472,6,yellow,ok
151.752,1,101473,105505,5,yellow,ok
151.752,2,99468,105568,6,yellow,ok
156.989,0,102313,106912,5,yellow,ok
156.989,1,101473,106867,5,yellow,ok
156.989,2,101542,106944,5,yellow,ok
162.066,0,104428,110624,6,yellow,ok
162.066,1,105660,110624,5,yellow,ok
162.066,2,103693,110624,6,yellow,ok
167.128,0,108563,115072,6,yellow,ok
167.128,1,107716,115072,6,yellow,ok
167.128,2,108485,115104,7,yellow,ok
172.226,0,110643,118977,6,yellow,ok
172.226,1,109831,119021,6,yellow,ok
172.226,2,110101,119040,6,yellow,ok
177.373,0,113075,122080,6,yellow,ok
177.373,1,112989,122048,6,yellow,ok
177.373,2,115093,122048,6,yellow,ok
182.432,0,116252,123840,6,yellow,ok
182.432,1,115830,123872,6,yellow,ok
182.432,2,115093,123872,7,yellow,ok
187.521,0,118178,126656,7,yellow,ok
187.521,1,119375,126720,6,yellow,ok
187.521,2,119994,126770,7,yellow,ok
192.636,0,122471,129344,5,yellow,ok
192.636,1,121838,129376,6,yellow,ok
192.636,2,121804,129332,6,yellow,ok
197.68,0,125246,131360,5,yellow,ok
197.68,1,124970,131392,6,yellow,ok
197.68,2,124534,131392,5,yellow,ok
202.964,0,128282,134720,6,yellow,ok
202.964,1,129557,134784,5,yellow,ok
202.964,2,124534,134799,6,yellow,ok
208.062,0,132504,136928,5,yellow,ok
208.062,1,131588,136960,6,yellow,ok
208.062,2,130497,137056,5,yellow,ok
213.392,0,134608,138688,5,yellow,ok
213.392,1,133733,138734,6,yellow,ok
213.392,2,133326,138734,5,yellow,ok
218.785,0,136840,141952,6,yellow,ok
218.785,1,137837,141984,5,yellow,ok
218.785,2,136516,141965,6,yellow,ok
223.926,0,140951,147040,6,yellow,ok
223.926,1,139967,147168,6,yellow,ok
223.926,2,140648,147168,6,yellow,ok
228.988,0,145079,149770,6,yellow,ok
228.988,1,142127,149824,5,yellow,ok
228.988,2,142684,149824,6,yellow,ok
234.258,0,149566,152160,6,yellow,ok
234.258,1,144268,152192,7,yellow,ok
234.258,2,145154,152224,6,yellow,ok
239.342,0,150392,154993,6,yellow,ok
239.342,1,148420,154958,7,yellow,ok
239.342,2,147791,155040,6,yellow,ok
244.762,0,152464,159407,6,yellow,ok
244.762,1,150617,159474,7,yellow,ok
244.762,2,150511,159488,6,yellow,ok
249.812,0,156601,162368,5,yellow,ok
249.812,1,152696,162368,7,yellow,ok
249.812,2,155249,162432,6,yellow,ok
255.059,0,156601,164640,6,yellow,ok
255.059,1,155881,164608,6,yellow,ok
255.059,2,155249,164640,7,yellow,ok
