t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
99.796,0,98456,100192,4,green,ok
99.796,1,99062,100256,4,green,ok
99.796,2,98615,100288,4,green,ok
104.876,0,100554,103392,5,yellow,ok
104.876,1,99062,103392,5,yellow,ok
111.962,0,102576,103872,4,green,ok
111.962,1,101151,103872,5,yellow,ok
117.499,0,104644,108407,5,yellow,ok
117.499,1,105232,108480,5,yellow,ok
117.499,2,105232,108480,5,yellow,ok
122.58,0,106948,108755,4,green,ok
122.58,1,107348,108755,4,green,ok
129.633,0,106948,110309,4,green,ok
129.633,1,107348,110309,4,green,ok
129.633,2,245314,109598,11,yellow,ok
134.726,0,108794,113664,5,yellow,ok
134.726,1,109431,113696,5,yellow,ok
139.97,0,110888,113893,4,green,ok
139.97,1,111638,113952,4,green,ok
146.506,0,112894,116672,5,yellow,ok
146.506,1,111638,116593,6,yellow,ok
146.506,2,249370,116672,13,yellow,ok
151.562,1,115664,118048,4,green,ok
151.562,2,106497,118048,8,yellow,ok
158.64,0,175035,122567,9,yellow,ok
158.64,1,117763,122656,5,yellow,ok
158.64,2,118715,122601,6,yellow,ok
163.941,1,119926,122944,4,green,ok
163.941,2,120104,122944,4,green,ok
170.964,0,122337,125684,5,yellow,ok
170.964,1,121977,125684,5,yellow,ok
170.964,2,122182,125630,5,yellow,ok
176.008,0,178559,127107,10,yellow,ok
176.008,2,126357,127808,4,green,ok
183.086,0,126080,131520,7,yellow,ok
183.086,1,126357,131520,6,yellow,ok
183.086,2,126357,131538,6,yellow,ok
197.706,0,188563,132402,8,yellow,ok
197.706,1,188563,132451,8,yellow,ok
197.706,2,188563,132466,8,yellow,ok
202.772,1,194324,134546,8,yellow,ok
202.772,2,194324,134546,8,yellow,ok
209.253,0,132529,136152,4,green,ok
209.253,1,133745,136152,5,yellow,ok
209.253,2,132529,136152,4,green,ok
214.282,0,133691,137669,6,yellow,ok
214.282,1,133691,137685,6,yellow,ok
