t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
142.838,0,100224,100288,4,green,ok
142.838,1,100224,100352,4,green,ok
142.838,2,99564,100334,4,green,ok
147.959,0,100224,102688,4,green,ok
147.959,1,100224,102734,4,green,ok
147.959,2,99564,102752,4,green,ok
153.22,0,100224,104672,5,yellow,ok
153.22,1,100224,104687,5,yellow,ok
153.22,2,99564,104672,6,yellow,ok
158.657,0,100224,105248,6,yellow,ok
158.657,1,100224,105248,6,yellow,ok
158.657,2,99564,105248,6,yellow,ok
164.122,0,102417,107734,5,yellow,ok
164.122,1,100224,107744,6,yellow,ok
164.122,2,101646,107719,6,yellow,ok
169.936,0,104594,108192,4,yellow,ok
169.936,2,103839,108544,6,yellow,ok
176.601,0,104594,108896,5,yellow,ok
176.601,2,105937,108942,5,yellow,ok
183.265,0,104594,109713,6,yellow,ok
183.265,2,105937,109728,5,yellow,ok
188.392,0,106774,112221,5,yellow,ok
188.392,2,108117,112352,4,yellow,ok
193.559,0,108888,112752,5,yellow,ok
193.559,2,110333,113184,5,yellow,ok
202.042,0,108888,113684,6,yellow,ok
202.042,1,110333,113676,5,yellow,ok
202.042,2,110333,113760,5,yellow,ok
207.239,1,114634,117106,5,yellow,ok
207.239,2,114634,117106,5,yellow,ok
214.424,1,116878,118334,4,green,ok
214.424,2,116878,118386,4,green,ok
219.494,0,116915,122037,6,yellow,ok
219.494,1,116915,122037,6,yellow,ok
219.494,2,116878,121970,6,yellow,ok
224.816,0,116915,122098,6,yellow,ok
224.816,1,116915,122098,6,yellow,ok
224.816,2,116878,122031,6,yellow,ok
230.21,0,116305,122642,6,yellow,ok
230.21,1,111237,122738,7,yellow,ok
230.21,2,111220,122802,7,yellow,ok
235.634,0,118699,123954,5,yellow,ok
235.634,1,117587,123954,6,yellow,ok
235.634,2,121442,124011,4,green,ok
240.986,0,115968,125856,6,yellow,ok
240.986,1,117587,125823,7,yellow,ok
240.986,2,121442,125874,5,yellow,ok
246.072,0,119294,128809,6,yellow,ok
246.072,1,122306,128813,7,yellow,ok
246.072,2,123502,128786,5,yellow,ok
251.222,0,119294,129984,6,yellow,ok
251.222,1,122306,129970,7,yellow,ok
