t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
329.781,0,148550,153855,6,yellow,ok
329.781,1,148020,153855,6,yellow,ok
329.781,2,145296,153887,6,yellow,ok
334.935,0,148550,155217,7,yellow,ok
334.935,1,148020,155263,6,yellow,ok
334.935,2,147438,155274,7,yellow,ok
340.162,0,152014,160970,7,yellow,ok
340.162,1,150079,160991,6,yellow,ok
340.162,2,152189,161034,7,yellow,ok
345.374,0,152014,163378,7,yellow,ok
345.374,1,155350,163406,6,yellow,ok
345.374,2,153967,163467,6,yellow,ok
350.49,0,156974,165407,7,yellow,ok
350.49,1,157460,165356,7,yellow,ok
350.49,2,157211,165439,7,yellow,ok
355.572,0,161990,168351,6,yellow,ok
355.572,1,163277,168370,7,yellow,ok
355.572,2,161746,168335,7,yellow,ok
360.761,0,161990,169663,7,yellow,ok
360.761,1,163277,169678,7,yellow,ok
360.761,2,161746,169736,7,yellow,ok
366.006,0,164427,173631,7,yellow,ok
366.006,1,164106,173663,6,yellow,ok
366.006,2,163739,173631,6,yellow,ok
371.093,0,166467,177967,7,yellow,ok
371.093,1,168777,178015,7,yellow,ok
371.093,2,167994,178064,7,yellow,ok
376.758,0,166467,179999,7,yellow,ok
376.758,1,168777,180063,7,yellow,ok
376.758,2,167994,180027,7,yellow,ok
381.878,0,172778,182719,7,yellow,ok
381.878,1,175451,182764,7,yellow,ok
381.878,2,174685,182829,7,yellow,ok
387.107,0,175139,184581,9,yellow,ok
387.107,1,175451,184639,7,yellow,ok
387.107,2,174685,184622,7,yellow,ok
392.185,0,175778,187551,7,yellow,ok
392.185,1,177477,187461,6,yellow,ok
392.185,2,179486,187551,7,yellow,ok
397.371,0,182460,189062,7,yellow,ok
397.371,1,179731,189119,7,yellow,ok
397.371,2,179486,189119,7,yellow,ok
402.622,0,184209,193535,6,yellow,ok
402.622,1,182022,193551,7,yellow,ok
402.622,2,184512,193534,7,yellow,ok
