t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
148.373,0,100544,100544,4,green,ok
148.373,1,100544,100640,4,green,ok
148.373,2,100544,100640,4,green,ok
153.458,0,100544,103808,4,green,ok
153.458,1,100544,103887,4,green,ok
153.458,2,100544,103889,4,green,ok
158.581,0,100544,106592,6,yellow,ok
158.581,1,100544,106624,6,yellow,ok
158.581,2,100544,106564,6,yellow,ok
163.741,0,102672,108064,5,yellow,ok
163.741,1,102636,108160,5,yellow,ok
163.741,2,102636,108160,5,yellow,ok
169.084,0,105023,111424,6,yellow,ok
169.084,1,104987,111424,6,yellow,ok
169.084,2,104964,111456,6,yellow,ok
174.145,1,107102,113120,5,yellow,ok
174.145,2,107125,113120,5,yellow,ok
181.308,1,112244,113376,4,green,ok
181.308,2,111882,113376,4,green,ok
186.998,0,112244,115296,4,green,ok
186.998,1,112244,115328,4,green,ok
186.998,2,111882,115364,5,yellow,ok
192.237,0,109824,116832,6,yellow,ok
192.237,1,114347,116832,4,green,ok
199.294,0,115251,118830,7,yellow,ok
199.294,1,114347,118830,5,yellow,ok
199.294,2,114347,118842,5,yellow,ok
204.388,0,117375,120672,6,yellow,ok
204.388,1,116429,120672,5,yellow,ok
211.527,0,117824,123374,6,yellow,ok
211.527,1,118544,123456,5,yellow,ok
211.527,2,117824,123390,6,yellow,ok
216.735,0,119870,124895,5,yellow,ok
216.735,2,117302,124895,7,yellow,ok
223.877,0,122330,126409,4,yellow,ok
223.877,1,122330,126425,4,yellow,ok
223.877,2,123281,126495,7,yellow,ok
229.071,0,122330,127391,6,yellow,ok
229.071,1,122330,127391,6,yellow,ok
229.071,2,117861,127327,8,yellow,ok
234.29,0,122330,128703,6,yellow,ok
234.29,1,118011,128799,6,yellow,ok
234.29,2,117861,128799,8,yellow,ok
239.4,0,122330,129266,6,yellow,ok
239.4,1,123431,129279,6,yellow,ok
239.4,2,124675,129260,7,yellow,ok
244.624,0,124469,130687,5,yellow,ok
244.624,1,126836,130751,5,yellow,ok
244.624,2,124675,130783,7,yellow,ok
249.96,0,126728,132095,5,yellow,ok
249.96,1,126836,132095,5,yellow,ok
249.96,2,126836,132111,5,yellow,ok
255.439,0,126728,133023,6,yellow,ok
255.439,1,126836,133023,6,yellow,ok
255.439,2,125286,133023,6,yellow,ok
260.524,0,128854,133823,5,yellow,ok
260.524,1,128957,133919,6,yellow,ok
260.524,2,130327,133837,6,yellow,ok
265.842,0,131777,135146,4,green,ok
265.842,1,131141,135156,5,yellow,ok
265.842,2,132438,135167,6,yellow,ok
270.936,0,131777,136191,5,yellow,ok
270.936,1,133177,136138,4,green,ok
270.936,2,132438,136223,6,yellow,ok
276.082,0,131777,137071,6,yellow,ok
276.082,1,133177,137055,4,yellow,ok
276.082,2,133987,137055,4,green,ok
281.176,0,133968,137695,5,yellow,ok
281.176,1,133177,137727,5,yellow,ok
281.176,2,133987,137805,4,green,ok
286.683,0,133968,138387,5,yellow,ok
286.683,1,133177,138416,6,yellow,ok
286.683,2,133987,138364,4,yellow,ok
291.706,0,136146,138623,4,green,ok
291.706,1,135421,138610,5,yellow,ok
291.706,2,133987,138610,5,yellow,ok
296.864,0,136146,139519,4,green,ok
296.864,1,135421,139519,5,yellow,ok
296.864,2,133987,139551,6,yellow,ok
302.525,0,136146,141055,6,yellow,ok
302.525,1,137590,141055,5,yellow,ok
302.525,2,135227,141119,6,yellow,ok
308.055,0,136146,142194,6,yellow,ok
308.055,1,137590,142207,5,yellow,ok
308.055,2,136164,142241,5,yellow,ok
313.773,0,138343,144397,5,yellow,ok
313.773,1,139622,144431,5,yellow,ok
313.773,2,138828,144447,6,yellow,ok
319.175,0,142565,147391,7,yellow,ok
319.175,1,141751,147391,6,yellow,ok
319.175,2,141008,147436,6,yellow,ok
324.707,0,145370,149201,6,yellow,ok
324.707,1,143839,149183,6,yellow,ok
324.707,2,143084,149250,5,yellow,ok
