t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
115.899,0,98933,100320,4,green,ok
115.899,1,98646,100320,4,green,ok
115.899,2,98571,100320,4,green,ok
120.982,0,101016,105120,5,yellow,ok
120.982,1,100678,105199,5,yellow,ok
120.982,2,100639,105216,6,yellow,ok
126.123,0,103083,105952,4,green,ok
126.123,1,104797,105952,4,green,ok
133.146,0,105125,109160,5,yellow,ok
133.146,1,104797,109248,5,yellow,ok
133.146,2,105125,109160,5,yellow,ok
138.497,0,107223,111091,5,yellow,ok
138.497,2,106508,111278,5,yellow,ok
145.071,0,111352,113856,4,green,ok
145.071,2,108143,113888,5,yellow,ok
150.483,0,111352,113956,4,green,ok
150.483,2,110848,113956,4,green,ok
157.515,0,111352,116752,6,yellow,ok
157.515,1,164479,116771,10,yellow,ok
157.515,2,113028,116800,5,yellow,ok
162.626,0,115510,117120,4,green,ok
162.626,1,117289,117100,6,yellow,ok
169.724,0,117561,121819,5,yellow,ok
169.724,1,116574,121868,6,yellow,ok
169.724,2,117328,121819,5,yellow,ok
175.022,1,120782,122444,4,green,ok
175.022,2,120782,122444,4,green,ok
182.047,0,177810,122894,9,yellow,ok
182.047,1,120782,125717,6,yellow,ok
182.047,2,120782,125760,6,yellow,ok
187.128,0,125155,129036,4,green,ok
187.128,1,125155,129036,4,green,ok
192.265,0,125155,129132,4,green,ok
192.265,1,125155,129132,4,green,ok
197.816,0,129227,132268,4,green,ok
197.816,1,129227,132300,4,green,ok
197.816,2,129227,132362,4,green,ok
202.983,1,259725,133088,9,yellow,ok
202.983,2,131238,133068,4,green,ok
209.442,0,133344,136081,4,green,ok
209.442,1,133290,136061,4,green,ok
209.442,2,131199,136062,5,yellow,ok
225.543,0,136664,136917,4,green,ok
225.543,1,136664,136917,4,green,ok
232.585,0,136664,138946,4,green,ok
232.585,1,136664,138965,4,green,ok
232.585,2,131389,137202,7,yellow,ok
