t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
114.076,0,97914,100288,4,green,ok
114.076,1,99160,100288,4,green,ok
114.076,2,99166,100288,4,green,ok
119.145,0,99933,103520,5,yellow,ok
119.145,1,99160,103520,5,yellow,ok
119.145,2,99166,103520,5,yellow,ok
124.385,0,101954,106208,5,yellow,ok
124.385,1,101258,106208,5,yellow,ok
124.385,2,101419,106240,5,yellow,ok
129.598,0,103985,108372,5,yellow,ok
129.598,1,103628,108372,6,yellow,ok
129.598,2,103297,108384,6,yellow,ok
134.719,0,106064,112608,6,yellow,ok
134.719,1,107438,112672,7,yellow,ok
134.719,2,105318,112685,6,yellow,ok
140.147,0,108175,115072,6,yellow,ok
140.147,1,109392,115072,5,yellow,ok
140.147,2,107449,115072,6,yellow,ok
145.246,0,110202,120288,6,yellow,ok
145.246,1,111660,120279,6,yellow,ok
145.246,2,109548,120288,6,yellow,ok
150.448,0,115247,121871,7,yellow,ok
150.448,1,113683,121855,6,yellow,ok
150.448,2,114713,121873,7,yellow,ok
155.636,0,119687,124994,6,yellow,ok
155.636,1,116879,124976,6,yellow,ok
155.636,2,119209,125018,7,yellow,ok
160.821,0,119687,126473,7,yellow,ok
160.821,1,118312,126496,8,yellow,ok
160.821,2,119209,126560,7,yellow,ok
166.347,0,123629,130944,7,yellow,ok
166.347,1,120179,130920,6,yellow,ok
166.347,2,122859,131008,7,yellow,ok
171.499,0,126775,132992,7,yellow,ok
171.499,1,123082,133024,6,yellow,ok
171.499,2,126466,133026,7,yellow,ok
176.87,0,128527,135712,5,yellow,ok
176.87,1,125544,135712,7,yellow,ok
176.87,2,126454,135760,7,yellow,ok
181.97,0,128527,137744,6,yellow,ok
181.97,1,125544,137760,7,yellow,ok
181.97,2,130764,137760,7,yellow,ok
187.244,0,130603,140736,6,yellow,ok
187.244,1,131393,140722,7,yellow,ok
187.244,2,134563,140736,7,yellow,ok
192.332,0,134385,143136,6,yellow,ok
192.332,1,131393,143168,7,yellow,ok
192.332,2,134563,143200,7,yellow,ok
197.907,0,134385,144403,6,yellow,ok
197.907,1,135683,144416,7,yellow,ok
197.907,2,136096,144448,5,yellow,ok
203.285,0,137037,146240,6,yellow,ok
203.285,1,135683,146240,7,yellow,ok
203.285,2,138585,146253,7,yellow,ok
208.467,0,140464,148096,6,yellow,ok
208.467,1,141430,148096,7,yellow,ok
208.467,2,142493,148128,6,yellow,ok
213.895,0,140464,149376,6,yellow,ok
213.895,1,143974,149392,5,yellow,ok
213.895,2,142493,149408,7,yellow,ok
219.188,0,140464,150672,6,yellow,ok
219.188,1,143776,150638,7,yellow,ok
219.188,2,142493,150732,7,yellow,ok
224.562,0,143537,152338,6,yellow,ok
224.562,1,145799,152338,6,yellow,ok
224.562,2,146828,152352,6,yellow,ok
230.148,0,143537,153568,6,yellow,ok
230.148,1,145799,153600,7,yellow,ok
230.148,2,146828,153583,7,yellow,ok
235.309,0,148464,154896,6,yellow,ok
235.309,1,145799,154976,7,yellow,ok
235.309,2,150253,155030,6,yellow,ok
240.631,0,148464,156469,7,yellow,ok
240.631,1,148364,156469,5,yellow,ok
240.631,2,150253,156455,7,yellow,ok
245.751,0,148464,158471,7,yellow,ok
245.751,1,148364,158560,6,yellow,ok
245.751,2,150253,158560,7,yellow,ok
251.076,0,153092,159703,7,yellow,ok
251.076,1,153242,159776,6,yellow,ok
251.076,2,152273,159776,6,yellow,ok
256.623,0,153092,161280,7,yellow,ok
256.623,1,153242,161263,7,yellow,ok
256.623,2,152273,161344,6,yellow,ok
261.808,0,156986,162784,7,yellow,ok
261.808,1,153242,162784,7,yellow,ok
261.808,2,154351,162772,6,yellow,ok
266.936,0,156986,163919,7,yellow,ok
266.936,1,157791,163936,7,yellow,ok
266.936,2,154351,163952,6,yellow,ok
272.195,0,160690,166295,6,yellow,ok
272.195,1,157791,166309,7,yellow,ok
272.195,2,160988,166285,5,yellow,ok
277.379,0,160690,168064,7,yellow,ok
277.379,1,159503,168064,6,yellow,ok
277.379,2,158053,168101,6,yellow,ok
282.605,0,160690,169504,7,yellow,ok
282.605,1,159503,169486,6,yellow,ok
282.605,2,160988,169568,5,yellow,ok
287.869,0,164661,171182,6,yellow,ok
287.869,1,161545,171245,6,yellow,ok
287.869,2,163910,171200,5,yellow,ok
293.143,0,166740,171952,8,yellow,ok
293.143,1,161545,171967,6,yellow,ok
293.143,2,163910,171984,6,yellow,ok
298.491,0,166740,172896,8,yellow,ok
298.491,1,165796,172992,5,yellow,ok
298.491,2,163910,172992,6,yellow,ok
303.782,0,167101,174592,6,yellow,ok
303.782,1,165796,174604,6,yellow,ok
303.782,2,163910,174609,6,yellow,ok
347.109,1,169206,175648,6,yellow,ok
347.109,2,166986,175648,6,yellow,ok
