t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
93.744,0,98764,100736,4,green,ok
93.744,1,98921,100768,4,green,ok
93.744,2,97896,100800,4,green,ok
98.836,0,100891,104768,5,yellow,ok
98.836,1,101019,104768,5,yellow,ok
98.836,2,100001,104800,5,yellow,ok
103.882,0,102990,107950,6,yellow,ok
103.882,1,103036,107968,6,yellow,ok
103.882,2,102248,107922,6,yellow,ok
108.969,0,107228,111472,5,yellow,ok
108.969,1,105101,111422,6,yellow,ok
108.969,2,104367,111472,6,yellow,ok
114.162,0,109363,116032,6,yellow,ok
114.162,1,111522,116064,7,yellow,ok
114.162,2,109282,116096,6,yellow,ok
119.367,0,111583,120870,6,yellow,ok
119.367,1,113539,120853,7,yellow,ok
119.367,2,114073,120928,5,yellow,ok
124.409,0,116150,123872,7,yellow,ok
124.409,1,115736,123904,6,yellow,ok
124.409,2,115715,123924,6,yellow,ok
130.019,0,121554,127712,7,yellow,ok
130.019,1,121508,127795,6,yellow,ok
130.019,2,120095,127840,5,yellow,ok
135.124,0,125359,129792,7,yellow,ok
135.124,1,125856,129739,7,yellow,ok
135.124,2,122480,129824,6,yellow,ok
140.438,0,131193,134080,7,yellow,ok
140.438,1,128572,134080,7,yellow,ok
140.438,2,126440,134080,6,yellow,ok
145.496,0,133414,136672,6,yellow,ok
145.496,1,129496,136682,5,yellow,ok
145.496,2,131103,136768,7,yellow,ok
150.734,0,133899,140032,6,yellow,ok
150.734,1,135086,140032,6,yellow,ok
150.734,2,135136,140032,7,yellow,ok
156.058,0,138745,142176,6,yellow,ok
156.058,1,135086,142240,7,yellow,ok
156.058,2,136200,142304,6,yellow,ok
161.33,0,138745,144655,7,yellow,ok
161.33,1,139105,144672,5,yellow,ok
161.33,2,140359,144608,7,yellow,ok
166.399,0,142198,148452,5,yellow,ok
166.399,1,144316,148493,5,yellow,ok
166.399,2,142409,148477,7,yellow,ok
171.691,0,144594,150400,5,yellow,ok
171.691,1,146412,150412,5,yellow,ok
171.691,2,144088,150509,5,yellow,ok
176.726,0,146631,153368,6,yellow,ok
176.726,1,150590,153440,4,green,ok
176.726,2,146163,153440,6,yellow,ok
181.88,0,150104,155264,5,yellow,ok
181.88,1,150590,155264,6,yellow,ok
181.88,2,148231,155264,7,yellow,ok
187.095,0,154218,158624,5,yellow,ok
187.095,1,152652,158624,5,yellow,ok
187.095,2,152509,158624,7,yellow,ok
192.116,0,156258,161184,5,yellow,ok
192.116,1,154697,161216,6,yellow,ok
192.116,2,153545,161265,6,yellow,ok
197.359,0,158336,164768,6,yellow,ok
197.359,1,158995,164854,6,yellow,ok
197.359,2,155615,164798,6,yellow,ok
202.523,0,160454,167648,6,yellow,ok
202.523,1,161015,167642,6,yellow,ok
202.523,2,160684,167723,6,yellow,ok
207.973,0,162538,168896,5,yellow,ok
207.973,1,161015,168896,6,yellow,ok
207.973,2,163696,168896,7,yellow,ok
213.019,0,164946,171648,6,yellow,ok
213.019,1,165567,171666,5,yellow,ok
213.019,2,166116,171628,6,yellow,ok
