t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
135.632,0,99454,100305,4,green,ok
135.632,1,99277,100352,4,green,ok
135.632,2,98678,100384,4,green,ok
140.76,0,99454,103152,5,yellow,ok
140.76,1,99277,103104,5,yellow,ok
140.76,2,100863,103136,4,green,ok
145.837,0,101552,107403,6,yellow,ok
145.837,1,103425,107456,5,yellow,ok
145.837,2,102900,107488,5,yellow,ok
150.924,0,103660,109600,6,yellow,ok
150.924,1,105498,109632,5,yellow,ok
150.924,2,105002,109664,5,yellow,ok
155.96,0,108077,113888,7,yellow,ok
155.96,1,107576,113953,6,yellow,ok
155.96,2,107063,113996,6,yellow,ok
161.135,0,110304,116064,6,yellow,ok
161.135,2,109468,116064,6,yellow,ok
166.246,0,112488,116896,6,yellow,ok
166.246,2,114859,117312,6,yellow,ok
173.441,0,116704,120864,4,yellow,ok
173.441,1,116465,120864,5,yellow,ok
173.441,2,116249,120864,5,yellow,ok
178.565,0,116704,121824,6,yellow,ok
178.565,2,118424,121719,5,yellow,ok
185.687,0,121299,122560,4,green,ok
185.687,1,120971,122573,4,green,ok
185.687,2,121057,122602,4,green,ok
190.898,0,121299,124832,5,yellow,ok
190.898,1,171598,124832,10,yellow,ok
190.898,2,120971,124776,5,yellow,ok
196.13,0,123349,125327,4,green,ok
196.13,1,121248,125327,6,yellow,ok
201.228,0,125442,128575,4,green,ok
201.228,1,125532,128544,6,yellow,ok
201.228,2,125532,128576,6,yellow,ok
206.562,1,168942,128837,9,grey,ok
206.562,2,168942,128837,9,grey,ok
213.589,0,127466,130846,5,yellow,ok
213.589,1,127466,130846,5,yellow,ok
213.589,2,125489,130846,6,yellow,ok
219.012,0,129644,132096,4,green,ok
219.012,1,129644,132096,4,green,ok
219.012,2,127597,132128,5,yellow,ok
224.124,0,129644,132973,5,yellow,ok
224.124,1,129644,132992,5,yellow,ok
224.124,2,129744,132984,7,yellow,ok
229.415,0,131785,134770,4,green,ok
229.415,1,302264,134737,17,yellow,ok
229.415,2,130552,134816,5,yellow,ok
234.524,0,130996,137806,5,yellow,ok
234.524,1,302264,137888,17,yellow,ok
234.524,2,132685,137888,6,yellow,ok
239.757,0,133847,139552,6,yellow,ok
239.757,1,302264,139584,17,yellow,ok
239.757,2,134742,139616,5,yellow,ok
245.012,0,137916,141741,5,yellow,ok
245.012,1,131377,141824,6,yellow,ok
245.012,2,136822,141775,6,yellow,ok
250.143,0,139967,143520,4,green,ok
250.143,1,131377,143424,7,yellow,ok
250.143,2,138847,143520,5,yellow,ok
255.286,0,142011,147136,5,yellow,ok
255.286,1,135672,147136,7,yellow,ok
255.286,2,140956,147149,6,yellow,ok
