t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
136.207,0,100128,100144,4,green,ok
136.207,1,100128,100225,4,green,ok
136.207,2,100128,100209,4,green,ok
141.4,0,100128,105120,6,yellow,ok
141.4,1,100128,105120,6,yellow,ok
141.4,2,100128,105120,6,yellow,ok
146.462,0,102285,110272,6,yellow,ok
146.462,1,102285,110272,6,yellow,ok
146.462,2,102285,110240,6,yellow,ok
151.567,0,104445,113536,6,yellow,ok
151.567,1,106602,113553,6,yellow,ok
151.567,2,106602,113581,7,yellow,ok
156.85,0,106792,116687,6,yellow,ok
156.85,1,106602,116704,7,yellow,ok
156.85,2,106993,116704,5,yellow,ok
162.095,0,108973,118176,7,yellow,ok
162.095,2,109227,118240,7,yellow,ok
167.786,0,108973,118784,7,yellow,ok
167.786,2,109227,119008,7,yellow,ok
259.505,0,114558,119132,6,yellow,ok
259.505,2,114928,119348,6,yellow,ok
267.187,0,114558,121458,7,yellow,ok
267.187,1,169563,119698,7,grey,ok
267.187,2,117000,121536,5,yellow,ok
272.354,0,116982,122336,6,yellow,ok
272.354,1,117000,122278,6,yellow,ok
272.354,2,117000,122278,6,yellow,ok
278.053,0,119073,124064,5,yellow,ok
278.053,1,121650,124064,5,yellow,ok
278.053,2,119114,124017,5,yellow,ok
283.152,0,121582,126324,6,yellow,ok
283.152,1,116131,126400,9,yellow,ok
283.152,2,121508,126400,6,yellow,ok
288.31,0,123676,128716,5,yellow,ok
288.31,1,120731,128768,6,yellow,ok
288.31,2,122001,128803,6,yellow,ok
293.573,0,123676,131136,6,yellow,ok
293.573,1,123744,131104,7,yellow,ok
293.573,2,125740,131168,6,yellow,ok
298.692,0,127797,132768,5,yellow,ok
298.692,1,125456,132800,8,yellow,ok
298.692,2,127814,132802,5,yellow,ok
304.219,0,130524,134496,7,yellow,ok
304.219,1,129292,134525,6,yellow,ok
304.219,2,129959,134508,5,yellow,ok
309.32,0,131603,137454,6,yellow,ok
309.32,1,130543,137470,5,yellow,ok
309.32,2,132089,137454,6,yellow,ok
314.459,0,133701,139533,6,yellow,ok
314.459,1,130543,139616,6,yellow,ok
314.459,2,134132,139584,6,yellow,ok
319.749,0,135708,142176,6,yellow,ok
319.749,1,133576,142225,6,yellow,ok
319.749,2,136277,142240,6,yellow,ok
324.868,0,138156,144493,6,yellow,ok
324.868,1,136352,144512,6,yellow,ok
324.868,2,138323,144512,6,yellow,ok
329.968,0,140639,145888,6,yellow,ok
329.968,1,136352,145888,6,yellow,ok
329.968,2,140395,145888,6,yellow,ok
335.203,0,142639,148704,6,yellow,ok
335.203,1,139494,148704,6,yellow,ok
335.203,2,144688,148704,5,yellow,ok
340.293,0,144866,150560,6,yellow,ok
340.293,1,142293,150578,6,yellow,ok
340.293,2,146758,150656,5,yellow,ok
345.66,0,146950,152691,6,yellow,ok
345.66,1,142293,152717,6,yellow,ok
345.66,2,148860,152740,5,yellow,ok
350.747,0,148952,154963,6,yellow,ok
350.747,1,148392,155072,5,yellow,ok
350.747,2,150922,155104,5,yellow,ok
356.266,0,151024,156736,6,yellow,ok
356.266,1,149862,156763,6,yellow,ok
356.266,2,150922,156812,5,yellow,ok
361.532,0,155202,158496,5,yellow,ok
361.532,1,151472,158572,6,yellow,ok
361.532,2,153084,158496,6,yellow,ok
366.6,0,157218,160416,4,green,ok
366.6,1,154972,160584,5,yellow,ok
366.6,2,155191,160640,5,yellow,ok
372.079,0,156484,162497,6,yellow,ok
372.079,1,156421,162528,6,yellow,ok
372.079,2,157234,162560,6,yellow,ok
377.518,0,159320,167086,6,yellow,ok
377.518,1,158490,167086,6,yellow,ok
377.518,2,159372,167086,6,yellow,ok
