t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
99.588,0,100352,100352,4,green,ok
99.588,1,98353,100384,4,yellow,ok
99.588,2,100352,100384,4,green,ok
104.637,0,100352,106559,6,yellow,ok
104.637,1,100439,106545,6,yellow,ok
104.637,2,100352,106592,6,yellow,ok
109.725,0,104563,113760,5,yellow,ok
109.725,1,104739,113824,5,yellow,ok
109.725,2,104588,113868,5,yellow,ok
114.814,0,107931,117920,7,yellow,ok
114.814,1,107867,117965,7,yellow,ok
114.814,2,107944,117980,7,yellow,ok
119.938,0,113226,121917,7,yellow,ok
119.938,1,114394,122091,6,yellow,ok
119.938,2,113226,122112,7,yellow,ok
125.161,0,117270,125056,6,yellow,ok
125.161,1,114525,125152,5,yellow,ok
125.161,2,117207,125152,6,yellow,ok
130.403,0,119382,128023,7,yellow,ok
130.403,1,123238,128007,5,yellow,ok
130.403,2,119350,128096,7,yellow,ok
135.454,0,125107,130592,7,yellow,ok
135.454,1,125392,130607,5,yellow,ok
135.454,2,125122,130656,6,yellow,ok
140.571,0,126091,135424,6,yellow,ok
140.571,1,129525,135456,6,yellow,ok
140.571,2,126155,135456,6,yellow,ok
145.669,0,128735,137280,6,yellow,ok
145.669,1,131593,137248,6,yellow,ok
145.669,2,128442,137280,7,yellow,ok
150.773,0,131885,142528,6,yellow,ok
150.773,1,138101,142528,5,yellow,ok
150.773,2,133744,142528,7,yellow,ok
155.806,0,137463,144960,6,yellow,ok
155.806,1,140296,144992,7,yellow,ok
155.806,2,137954,144992,6,yellow,ok
160.87,0,137463,148160,7,yellow,ok
160.87,1,143941,148160,5,yellow,ok
160.87,2,137954,148224,7,yellow,ok
165.956,0,142452,151200,7,yellow,ok
165.956,1,146003,151193,5,yellow,ok
165.956,2,142809,151200,7,yellow,ok
171.004,0,144744,154144,6,yellow,ok
171.004,1,150127,154240,5,yellow,ok
171.004,2,147470,154240,5,yellow,ok
176.281,0,146984,157696,6,yellow,ok
176.281,1,152201,157696,6,yellow,ok
176.281,2,151073,157696,5,yellow,ok
181.335,0,151453,161824,6,yellow,ok
181.335,1,156293,161920,5,yellow,ok
181.335,2,153944,161920,6,yellow,ok
186.548,0,157008,167456,7,yellow,ok
186.548,1,158598,167488,5,yellow,ok
186.548,2,160259,167488,7,yellow,ok
191.583,0,159097,170016,7,yellow,ok
191.583,1,158598,170053,6,yellow,ok
191.583,2,161824,170080,6,yellow,ok
196.829,0,165522,173056,6,yellow,ok
196.829,1,163478,172960,7,yellow,ok
196.829,2,168232,173056,6,yellow,ok
201.872,0,165522,175360,7,yellow,ok
201.872,1,169663,175360,7,yellow,ok
201.872,2,168232,175360,7,yellow,ok
207.043,0,167059,180128,6,yellow,ok
207.043,1,171649,180160,6,yellow,ok
207.043,2,170737,180160,6,yellow,ok
212.13,0,169431,182112,7,yellow,ok
212.13,1,175830,182144,7,yellow,ok
212.13,2,172820,182048,6,yellow,ok
217.423,0,176876,186528,6,yellow,ok
217.423,1,180392,186592,6,yellow,ok
217.423,2,176711,186656,6,yellow,ok
