t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
229.543,0,200288,200288,4,green,ok
229.543,1,200288,200288,4,green,ok
229.543,2,200288,200288,4,green,ok
234.578,0,200288,204896,6,yellow,ok
234.578,1,200288,204992,6,yellow,ok
234.578,2,200288,204971,6,yellow,ok
239.637,0,202399,211313,6,yellow,ok
239.637,1,202399,211296,6,yellow,ok
239.637,2,202399,211247,6,yellow,ok
244.68,0,204490,213166,5,yellow,ok
244.68,1,204490,213248,6,yellow,ok
244.68,2,204519,213248,6,yellow,ok
249.849,0,207315,218046,7,yellow,ok
249.849,1,210832,218112,7,yellow,ok
249.849,2,211813,218123,6,yellow,ok
255.02,0,212206,220096,6,yellow,ok
255.02,1,210832,220096,7,yellow,ok
255.02,2,211813,220124,7,yellow,ok
260.106,0,216987,225327,7,yellow,ok
260.106,1,214681,225344,5,yellow,ok
260.106,2,212534,225408,5,yellow,ok
265.633,0,221950,227264,6,yellow,ok
265.633,1,216895,227296,7,yellow,ok
265.633,2,218269,227374,7,yellow,ok
271.001,0,224132,230496,7,yellow,ok
271.001,1,219195,230592,7,yellow,ok
271.001,2,218269,230528,7,yellow,ok
276.166,0,226271,234080,7,yellow,ok
276.166,1,219195,234062,7,yellow,ok
276.166,2,224780,234080,7,yellow,ok
281.394,0,226271,236145,7,yellow,ok
281.394,1,225702,236192,7,yellow,ok
281.394,2,224780,236224,7,yellow,ok
286.8,0,228784,239808,6,yellow,ok
286.8,1,227604,239808,6,yellow,ok
286.8,2,225891,239840,6,yellow,ok
291.93,0,231938,241260,6,yellow,ok
291.93,1,230891,241312,7,yellow,ok
291.93,2,230330,241344,6,yellow,ok
297.333,0,234512,243744,7,yellow,ok
297.333,1,233236,243740,7,yellow,ok
297.333,2,235478,243776,6,yellow,ok
302.399,0,239621,245728,7,yellow,ok
302.399,1,233236,245728,7,yellow,ok
302.399,2,235478,245760,6,yellow,ok
308.007,0,241379,249306,6,yellow,ok
308.007,1,240072,249408,7,yellow,ok
308.007,2,239389,249408,5,yellow,ok
313.05,0,243438,251200,6,yellow,ok
313.05,1,243667,251136,7,yellow,ok
313.05,2,244904,251264,7,yellow,ok
318.563,0,243438,255168,6,yellow,ok
318.563,1,243667,255168,7,yellow,ok
318.563,2,244904,255168,7,yellow,ok
323.689,0,243438,259520,6,yellow,ok
323.689,1,245960,259600,7,yellow,ok
323.689,2,249864,259648,7,yellow,ok
328.81,0,247424,262048,6,yellow,ok
328.81,1,250810,262064,6,yellow,ok
328.81,2,249864,262128,7,yellow,ok
333.877,0,249851,263540,6,yellow,ok
333.877,1,253131,263619,8,yellow,ok
333.877,2,254484,263598,7,yellow,ok
339.137,0,254429,265248,7,yellow,ok
339.137,1,256136,265216,8,yellow,ok
339.137,2,260865,265248,6,yellow,ok
344.227,0,254429,266976,7,yellow,ok
344.227,1,256136,266898,8,yellow,ok
344.227,2,260865,266976,7,yellow,ok
349.34,0,254429,270976,7,yellow,ok
349.34,1,256136,270880,8,yellow,ok
349.34,2,262557,270976,5,yellow,ok
