t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
151.804,0,100160,100160,4,green,ok
151.804,1,100066,100224,4,green,ok
151.804,2,100160,100256,4,green,ok
156.911,0,100160,104960,6,yellow,ok
156.911,1,100066,104963,6,yellow,ok
156.911,2,100160,105009,6,yellow,ok
162.007,0,102339,108755,6,yellow,ok
162.007,1,102166,108770,6,yellow,ok
162.007,2,102282,108800,6,yellow,ok
167.299,0,104485,111325,6,yellow,ok
167.299,1,104250,111392,6,yellow,ok
167.299,2,104443,111412,6,yellow,ok
172.779,0,106575,114944,6,yellow,ok
172.779,1,106302,114944,6,yellow,ok
172.779,2,106590,114990,6,yellow,ok
177.866,0,109379,116293,6,yellow,ok
177.866,1,109431,116352,6,yellow,ok
177.866,2,109379,116364,6,yellow,ok
183.394,0,112036,119456,6,yellow,ok
183.394,1,114459,119440,5,yellow,ok
183.394,2,112363,119374,5,yellow,ok
188.447,0,114463,122336,6,yellow,ok
188.447,1,116555,122464,5,yellow,ok
188.447,2,114938,122496,5,yellow,ok
193.69,0,116749,124352,6,yellow,ok
193.69,1,116555,124416,6,yellow,ok
193.69,2,114938,124416,6,yellow,ok
198.797,0,119470,126548,6,yellow,ok
198.797,1,118689,126570,6,yellow,ok
198.797,2,116999,126592,6,yellow,ok
204.461,0,122473,128480,5,yellow,ok
204.461,1,121703,128474,6,yellow,ok
204.461,2,121416,128524,6,yellow,ok
209.698,0,122473,130848,6,yellow,ok
209.698,1,124427,130880,6,yellow,ok
209.698,2,124607,130901,6,yellow,ok
215.217,0,124782,131360,6,yellow,ok
215.217,1,126567,131375,5,yellow,ok
215.217,2,124607,131392,6,yellow,ok
220.388,0,124782,132598,6,yellow,ok
220.388,1,126567,132598,6,yellow,ok
220.388,2,124607,132673,6,yellow,ok
225.531,0,127576,134958,6,yellow,ok
225.531,1,128616,134989,6,yellow,ok
225.531,2,129468,134976,5,yellow,ok
230.728,0,129899,136480,6,yellow,ok
230.728,1,130874,136576,6,yellow,ok
230.728,2,129468,136576,6,yellow,ok
236.281,0,132641,139232,5,yellow,ok
236.281,1,132980,139232,6,yellow,ok
236.281,2,132154,139264,6,yellow,ok
241.384,0,132641,141312,6,yellow,ok
241.384,1,135535,141344,5,yellow,ok
241.384,2,134533,141344,6,yellow,ok
246.485,0,135037,143328,6,yellow,ok
246.485,1,137622,143360,5,yellow,ok
246.485,2,136648,143390,6,yellow,ok
251.685,0,138059,145472,5,yellow,ok
251.685,1,137622,145472,6,yellow,ok
251.685,2,139177,145454,6,yellow,ok
256.83,0,138059,147242,6,yellow,ok
256.83,1,140727,147232,6,yellow,ok
256.83,2,141426,147284,5,yellow,ok
262.1,0,141000,150846,6,yellow,ok
262.1,1,142959,150909,6,yellow,ok
262.1,2,144192,150929,6,yellow,ok
267.172,0,144164,152362,6,yellow,ok
267.172,1,142959,152480,6,yellow,ok
267.172,2,144192,152480,6,yellow,ok
274.796,0,144164,153056,6,yellow,ok
274.796,1,145237,153088,6,yellow,ok
274.796,2,146255,153201,6,yellow,ok
280.161,0,152265,155597,8,yellow,ok
280.161,1,147379,155584,7,yellow,ok
280.161,2,149038,155584,5,yellow,ok
285.313,0,152265,156384,8,yellow,ok
285.313,1,147379,156333,7,yellow,ok
285.313,2,152265,156416,7,yellow,ok
290.573,0,152265,157397,8,yellow,ok
290.573,1,151663,157408,6,yellow,ok
290.573,2,151742,157440,7,yellow,ok
296.021,0,153576,158336,7,yellow,ok
296.021,1,151715,158336,6,yellow,ok
296.021,2,151742,158413,7,yellow,ok
302.107,0,153576,158752,7,yellow,ok
302.107,1,151663,158784,7,yellow,ok
302.107,2,154497,158752,6,yellow,ok
307.884,1,151663,159140,7,yellow,ok
307.884,2,154497,159168,6,yellow,ok
316.912,0,153576,160128,7,yellow,ok
316.912,1,151663,160160,7,yellow,ok
316.912,2,154497,160128,7,yellow,ok
322.579,0,154404,160768,6,yellow,ok
322.579,1,153507,160827,6,yellow,ok
322.579,2,154497,160864,7,yellow,ok
327.99,0,154404,162144,6,yellow,ok
327.99,1,153507,162192,6,yellow,ok
327.99,2,156152,162240,6,yellow,ok
333.118,0,156577,165168,6,yellow,ok
333.118,1,158937,165136,6,yellow,ok
333.118,2,158263,165165,6,yellow,ok
338.929,0,156577,165920,6,yellow,ok
338.929,1,158937,165920,6,yellow,ok
338.929,2,158263,165952,6,yellow,ok
344.257,0,159388,168192,6,yellow,ok
344.257,1,159245,168192,6,yellow,ok
344.257,2,160892,168192,6,yellow,ok
349.483,0,162590,169088,6,yellow,ok
349.483,1,159245,169026,6,yellow,ok
349.483,2,160892,168960,6,yellow,ok
354.807,0,165611,169408,6,yellow,ok
354.807,1,162236,169408,5,yellow,ok
354.807,2,160892,169382,6,yellow,ok
360.22,0,165611,170048,7,yellow,ok
360.22,1,162236,170048,6,yellow,ok
360.22,2,163376,170048,6,yellow,ok
365.357,0,168018,172076,6,yellow,ok
365.357,1,162236,172082,6,yellow,ok
365.357,2,166295,172128,5,yellow,ok
375.239,0,169270,173056,5,yellow,ok
375.239,1,166292,173120,5,yellow,ok
375.239,2,170980,173135,6,yellow,ok
380.604,0,168884,174339,6,yellow,ok
380.604,1,166292,174336,6,yellow,ok
380.604,2,170980,174336,6,yellow,ok
385.816,0,171381,178016,6,yellow,ok
385.816,1,169001,178016,6,yellow,ok
385.816,2,172790,178016,6,yellow,ok
390.945,0,173484,178904,6,yellow,ok
390.945,1,169001,178920,6,yellow,ok
390.945,2,172790,178976,6,yellow,ok
