t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
92.888,0,98985,100160,4,green,ok
92.888,1,99265,100174,4,green,ok
92.888,2,96949,100209,4,green,ok
97.962,0,98985,102368,4,green,ok
97.962,1,99265,102400,4,green,ok
97.962,2,96949,102368,6,yellow,ok
103.004,0,98985,103840,6,yellow,ok
103.004,1,99265,103840,5,yellow,ok
103.004,2,101481,103840,4,green,ok
108.366,0,103425,106464,4,green,ok
108.366,1,103598,106464,4,green,ok
108.366,2,101481,106464,6,yellow,ok
113.731,0,103425,107663,5,yellow,ok
113.731,1,103598,107648,5,yellow,ok
113.731,2,103631,107663,5,yellow,ok
119.558,0,103425,108946,6,yellow,ok
119.558,1,105826,108928,5,yellow,ok
119.558,2,105808,108946,4,green,ok
125.142,0,107922,111083,4,green,ok
125.142,1,108005,111117,4,yellow,ok
125.142,2,105808,111031,6,yellow,ok
130.257,0,107922,112000,4,yellow,ok
130.257,1,108005,112019,5,yellow,ok
130.257,2,107987,112000,5,yellow,ok
135.329,0,110066,114368,5,yellow,ok
135.329,1,110146,114384,5,yellow,ok
135.329,2,110185,114483,5,yellow,ok
140.574,0,114367,118560,5,yellow,ok
140.574,1,114309,118527,5,yellow,ok
140.574,2,114332,118560,5,yellow,ok
145.625,0,116567,120800,7,yellow,ok
145.625,1,116371,120864,5,yellow,ok
145.625,2,116344,120845,5,yellow,ok
150.827,0,119717,125696,6,yellow,ok
150.827,1,120456,125696,5,yellow,ok
150.827,2,120433,125792,6,yellow,ok
156.072,0,121816,128544,6,yellow,ok
156.072,1,122488,128544,6,yellow,ok
156.072,2,122496,128544,6,yellow,ok
161.333,0,126422,134671,6,yellow,ok
161.333,1,126661,134720,5,yellow,ok
161.333,2,126657,134688,5,yellow,ok
166.391,0,128934,137253,6,yellow,ok
166.391,1,129113,137268,7,yellow,ok
166.391,2,126657,137296,6,yellow,ok
171.517,0,132598,141264,6,yellow,ok
171.517,1,131234,141248,7,yellow,ok
171.517,2,132171,141184,7,yellow,ok
176.593,0,135164,143376,6,yellow,ok
176.593,1,135799,143392,6,yellow,ok
176.593,2,136750,143392,7,yellow,ok
181.855,0,135164,145088,6,yellow,ok
181.855,1,135799,145166,7,yellow,ok
181.855,2,136750,145216,7,yellow,ok
187.0,0,138058,147968,6,yellow,ok
187.0,1,138025,147980,6,yellow,ok
187.0,2,140628,147968,6,yellow,ok
192.113,0,138058,149856,6,yellow,ok
192.113,1,138025,149888,6,yellow,ok
192.113,2,140628,149888,6,yellow,ok
197.227,0,141353,154592,6,yellow,ok
197.227,1,141655,154592,6,yellow,ok
197.227,2,144284,154608,6,yellow,ok
202.277,0,147894,156755,7,yellow,ok
202.277,1,145879,156789,5,yellow,ok
202.277,2,146797,156789,6,yellow,ok
207.658,0,152776,160317,8,yellow,ok
207.658,1,150691,160384,7,yellow,ok
207.658,2,149370,160397,7,yellow,ok
212.842,0,156251,162516,7,yellow,ok
212.842,1,150691,162528,7,yellow,ok
212.842,2,154961,162528,7,yellow,ok
