t_rel,node,indexed_vectors_count,points_count,segments_count,status,optimizer_status
116.903,0,99335,100128,4,green,ok
116.903,1,99772,100128,4,green,ok
116.903,2,98455,100160,4,green,ok
121.953,0,99335,105536,6,yellow,ok
121.953,1,99772,105553,6,yellow,ok
121.953,2,100493,105553,5,yellow,ok
127.024,0,103729,106784,4,green,ok
127.024,1,104123,106784,4,green,ok
134.049,0,105789,110716,5,yellow,ok
134.049,1,106061,110716,5,yellow,ok
134.049,2,106061,110752,5,yellow,ok
139.194,0,110025,112000,4,green,ok
139.194,2,112000,112512,4,green,ok
146.273,0,112063,116688,6,yellow,ok
146.273,1,112000,116704,6,yellow,ok
146.273,2,112000,116755,6,yellow,ok
151.515,1,114141,116843,5,grey,ok
151.515,2,114141,116843,5,grey,ok
159.01,0,114538,117561,6,yellow,ok
159.01,1,114089,117581,8,yellow,ok
166.058,0,116914,122059,6,yellow,ok
166.058,1,116966,122041,6,yellow,ok
166.058,2,116966,122076,6,yellow,ok
171.215,0,123209,125905,4,yellow,ok
171.215,2,123209,125905,5,yellow,ok
178.285,0,125292,127121,4,green,ok
178.285,1,275542,127105,12,yellow,ok
178.285,2,125292,127121,4,green,ok
183.355,0,125292,128396,4,green,ok
183.355,1,275542,128443,12,yellow,ok
183.355,2,275576,128443,14,yellow,ok
188.514,0,127243,128640,4,green,ok
188.514,1,127243,128640,4,green,ok
188.514,2,127243,128640,4,green,ok
193.567,1,127243,130253,4,yellow,ok
193.567,2,123054,130320,6,yellow,ok
199.007,0,129354,132971,5,yellow,ok
199.007,1,130261,133019,4,green,ok
199.007,2,127416,133072,7,yellow,ok
204.054,1,129354,134843,5,yellow,ok
204.054,2,129158,134928,6,yellow,ok
209.274,1,134308,134876,4,green,ok
209.274,2,133610,134992,4,green,ok
216.29,0,129448,137595,7,yellow,ok
216.29,1,134308,137595,4,green,ok
216.29,2,133610,137589,5,yellow,ok
221.366,0,135230,137755,4,green,ok
221.366,1,136332,137755,4,green,ok
227.526,0,136556,140811,7,yellow,ok
227.526,1,136332,140763,5,yellow,ok
227.526,2,136556,140860,7,yellow,ok
232.574,1,202166,142511,8,yellow,ok
232.574,2,202114,142539,8,yellow,ok
